Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72
0,4536892;0,4838313;0,5023886;0,4685007;0,4941014;0,4524272;0,5033939;0,5891399;0,4841779;0,5565117;0,5054343;0,5481355;0,49299;0,5892146;0,4871423;0,5508209;0,5975739;0,5033324;0,5169831;0,56437;0,4933925;0,5670499;0,504033;0,6127747;0,5693254;0,5283311;0,5361623;0,5757589;0,5778361;0,5750106;0,6712703;0,5328788;0,5015271;0,6208405;0,6370366;0,6462762;0,6172112;0,6515489;0,7184169;0,560134;0,5291792;0,6833481;0,6127747;0,6112114;0,5867009;0,6154423;0,5688358;0,5235075;0,6068295;0,5530696;0,6295769;0,5383253;0,5325061;0,5057263;0,5292833;0,4822948;0,5180288;0,4841779;0,5312977;0,4959788;0,5185964;0,5406107;0,5289692;0,6351467;0,5229641;0,5604719;0,5284312;0,5292798;0,5580977;0,5634497;0,5043377;0,4883834
0,4538853;0,4840039;0,5024216;0,4687444;0,4942514;0,4525286;0,5036873;0,5892007;0,4840665;0,5563281;0,5053394;0,5485301;0,4930948;0,5900483;0,4874959;0,5508437;0,597562;0,5034038;0,5173804;0,5648826;0,4937195;0,5673118;0,5042768;0,6128826;0,5691729;0,5283405;0,5363955;0,5755345;0,5779006;0,5749924;0,6712494;0,5330816;0,5014983;0,6206006;0,6367316;0,6462638;0,6170297;0,651071;0,718698;0,5601159;0,5289231;0,6833014;0,6128826;0,6116936;0,5870219;0,6152122;0,5692779;0,5241631;0,6070995;0,5534306;0,6293718;0,5383091;0,5331525;0,5059211;0,5295062;0,4824093;0,517978;0,4840665;0,5313739;0,4962071;0,5187004;0,5407953;0,5289015;0,6351182;0,5228747;0,5607787;0,5286852;0,5294974;0,5579602;0,5636182;0,5046152;0,488263
0,4537894;0,4841021;0,5022771;0,4683915;0,4945021;0,4523857;0,5035591;0,5890987;0,4840341;0,5559921;0,5050465;0,5483749;0,4930023;0,5898547;0,4872996;0,551062;0,5978661;0,503381;0,5170863;0,564783;0,4935623;0,5674375;0,5040282;0,6126514;0,5690603;0,5282934;0,5362998;0,5752514;0,5776012;0,574616;0,6708818;0,5331401;0,5010225;0,6198043;0,6363972;0,6458043;0,6170188;0,6504675;0,7185322;0,5599588;0,5282668;0,6826512;0,6126514;0,6116735;0,5867935;0,6144524;0,5691831;0,5242991;0,6069618;0,5530141;0,6291989;0,5379137;0,5331405;0,5057365;0,5290893;0,4822528;0,5176401;0,4840341;0,5313729;0,4962345;0,5184654;0,5404437;0,5288279;0,635492;0,5226244;0,5607676;0,5288295;0,529163;0,5575007;0,5633599;0,5044494;0,488169
0,4537902;0,4841951;0,5021296;0,4684733;0,4944531;0,4524401;0,5035179;0,5893011;0,4843925;0,5561724;0,5051649;0,5483309;0,4930694;0,5893365;0,4873554;0,5509903;0,5983402;0,5035643;0,5170291;0,5643075;0,4935165;0,5674632;0,5038565;0,6121893;0,5690634;0,5284318;0,5363055;0,5754031;0,5777047;0,5743695;0,670772;0,5331969;0,5009953;0,6201164;0,6360404;0,6453443;0,6167711;0,6505854;0,718229;0,5595035;0,5283324;0,6822443;0,6121893;0,6110756;0,5867921;0,614324;0,5690213;0,5241396;0,6069007;0,552685;0,6293504;0,5378554;0,5330976;0,5056487;0,5289562;0,4822721;0,51778;0,4843925;0,5317363;0,4965354;0,5183827;0,5406019;0,5290285;0,6354367;0,522423;0,5606076;0,528869;0,5295464;0,5576143;0,5631751;0,5044466;0,4882819
0,453482;0,4841123;0,5020112;0,46867;0,4941837;0,4524143;0,5034731;0,588934;0,484241;0,5561385;0,5049371;0,5482586;0,4930701;0,5887865;0,4874613;0,550676;0,5977705;0,5032562;0,5170376;0,5643098;0,4934068;0,5674172;0,5039668;0,6118424;0,56904;0,5283682;0,5361229;0,5752291;0,5775854;0,5738638;0,6704766;0,5328555;0,5007617;0,6199827;0,6355495;0,6450678;0,6163497;0,6504743;0,7174425;0,558966;0,5283818;0,6821957;0,6118424;0,6101678;0,5863462;0,6139008;0,5688944;0,5238439;0,6065677;0,5529045;0,6292229;0,5378755;0,5327811;0,5053417;0,5291206;0,482039;0,5177128;0,484241;0,5314603;0,4962311;0,5182964;0,5404789;0,5290316;0,6350425;0,5221704;0,5604222;0,5285357;0,5295234;0,5572485;0,5628564;0,5043387;0,4880239
0,453588;0,4842049;0,5020589;0,468637;0,4945167;0,4525076;0,503619;0,5889705;0,4840872;0,5560959;0,5050679;0,5482369;0,4930818;0,5888558;0,4873931;0,5512016;0,5975379;0,5033593;0,5171444;0,5643141;0,4933163;0,5675458;0,5038962;0,6117156;0,569246;0,5282554;0,5363967;0,5748366;0,5771104;0,5740023;0,6700898;0,5324382;0,5008143;0,6195745;0,6355191;0,6448916;0,6164928;0,6503023;0,7171565;0,5588343;0,5282965;0,6816284;0,6117156;0,6099476;0,5857334;0,6133677;0,5687872;0,5238295;0,6065456;0,5529707;0,6291598;0,5380238;0,532809;0,5057389;0,5291945;0,4819799;0,5177646;0,4840872;0,5314845;0,4959668;0,5184988;0,5405508;0,5290157;0,6354316;0,5224325;0,5605626;0,5285676;0,5294386;0,5570459;0,5628217;0,5042434;0,487994
0,4535145;0,4840395;0,5021569;0,4684121;0,4945364;0,4526121;0,5035248;0,5891343;0,4840122;0,5559338;0,5054784;0,5482209;0,4930441;0,5891564;0,4874297;0,551093;0,5973065;0,5034613;0,5168825;0,5641977;0,4931587;0,5671824;0,5037842;0,61177;0,569164;0,5281491;0,5361995;0,5744479;0,5769107;0,5742055;0,6698516;0,5321161;0,5007419;0,6193136;0,6351129;0,6442102;0,6162682;0,6498512;0,7165806;0,5585831;0,5283786;0,68151;0,61177;0,6097743;0,5854232;0,6132416;0,5690081;0,5237064;0,6069412;0,5527932;0,6297072;0,5378472;0,5327953;0,5054852;0,5290211;0,4820452;0,5177265;0,4840122;0,5311055;0,4958302;0,5183598;0,5403498;0,5285976;0,6354868;0,5224579;0,5605801;0,5285839;0,5292076;0,5568272;0,5626473;0,5038042;0,4880227
0,4533582;0,4836377;0,5017325;0,468255;0,4940044;0,4521685;0,5031207;0,588441;0,4838869;0,5558938;0,5054917;0,5479991;0,4929054;0,5887971;0,4870834;0,5506146;0,5968449;0,5032822;0,5166178;0,5640553;0,4930688;0,5668436;0,5034537;0,6110274;0,5689378;0,5280935;0,5357628;0,5741768;0,5764432;0,5734772;0,6693547;0,5317081;0,5005319;0,6192091;0,6348648;0,6438249;0,6154717;0,6492547;0,7164211;0,5584182;0,5279487;0,6814184;0,6110274;0,6094142;0,5851296;0,6130177;0,5688481;0,5234268;0,6065108;0,5527104;0,6293103;0,5376822;0,5324973;0,505173;0,5286794;0,4817348;0,5177116;0,4838869;0,5308458;0,4955558;0,5180527;0,5401114;0,5284939;0,6350097;0,5223635;0,560234;0,5282637;0,529083;0,5561863;0,5620583;0,5033009;0,4878438
0,4534875;0,4839288;0,5017236;0,4683081;0,4938295;0,4520121;0,5029991;0,5882016;0,4840436;0,5558625;0,5053459;0,5479913;0,4929379;0,5886425;0,4871559;0,5506518;0,5968921;0,5032441;0,516892;0,5639374;0,4934575;0,5670476;0,503552;0,6107794;0,5688525;0,5280875;0,5358321;0,5742435;0,5762593;0,5728966;0,6691546;0,5314769;0,5006077;0,6192505;0,6344966;0,6439365;0,6150312;0,6489472;0,7163436;0,5583746;0,5277572;0,6812529;0,6107794;0,6091721;0,5848966;0,6127232;0,568805;0,523401;0,6063604;0,5523325;0,6289303;0,5375466;0,5323089;0,5054919;0,5289106;0,4817283;0,5178446;0,4840436;0,5310552;0,4956684;0,5179166;0,539919;0,5285553;0,6350528;0,522145;0,5602661;0,5281589;0,52914;0,5560402;0,561738;0,5035801;0,4879637
0,4534185;0,4841115;0,5018135;0,4682854;0,4939782;0,4522546;0,5030258;0,5887401;0,4842165;0,5557566;0,5053016;0,5480412;0,4928868;0,5890353;0,4871806;0,5509211;0,5971138;0,5031219;0,5170304;0,5640026;0,4933757;0,5673633;0,503683;0,6109048;0,5688713;0,5281505;0,5357589;0,5740732;0,5759616;0,5725084;0,6693792;0,531349;0,5006511;0,6192296;0,6340741;0,6437563;0,6151876;0,6487364;0,715535;0,5583848;0,5276905;0,6808656;0,6109048;0,6092014;0,5849943;0,6127554;0,5688879;0,5236056;0,6068864;0,5521075;0,6285352;0,537587;0,5325321;0,5054553;0,5289304;0,4818891;0,5177508;0,4842165;0,5311506;0,4958231;0,518098;0,5400118;0,5287949;0,6353832;0,5222723;0,560353;0,5283372;0,5291494;0,5561593;0,5617223;0,5037704;0,4879138
0,4531118;0,4838057;0,5017805;0,4680034;0,4938591;0,4520532;0,502992;0,5885981;0,4839722;0,5555838;0,5050498;0,5477159;0,4925549;0,5891036;0,4869958;0,5508711;0,597237;0,5026986;0,5169281;0,5640655;0,493038;0,5670924;0,5037085;0,6106995;0,5687325;0,5280095;0,535442;0,5739896;0,5757083;0,5723333;0,6689188;0,5312817;0,500434;0,6192082;0,633584;0,6437036;0,614797;0,6484647;0,7153335;0,5580547;0,5272162;0,6807169;0,6106995;0,6091244;0,58477;0,6125163;0,5687867;0,5235526;0,6068171;0,5522254;0,6284682;0,5375715;0,5324852;0,5054032;0,5287524;0,4816977;0,5180634;0,4839722;0,530906;0,4958217;0,5181532;0,540065;0,529063;0,635058;0,5221183;0,5600367;0,5282833;0,5290328;0,5561752;0,561666;0,5035632;0,487525
