Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72
0,4845856;0,5124096;0,5350911;0,4978209;0,531927;0,4839564;0,5343397;0,6295697;0,5129764;0,5856248;0,5384235;0,5835772;0,5324013;0,6284812;0,530746;0,5804412;0,6246785;0,5401701;0,5496066;0,5985197;0,528204;0,5960485;0,5243675;0,5919091;0,60147;0,5559641;0,5725763;0,5676596;0,5657465;0,5598866;0,6488473;0,5168824;0,5190452;0,6344327;0,6083191;0,6303587;0,5966715;0,6177479;0,6745733;0,5451872;0,5163885;0,6577877;0,5919091;0,5925658;0,5623456;0,5863562;0,6044397;0,5558029;0,6369506;0,5814677;0,6569484;0,5668374;0,5623719;0,5386639;0,564099;0,5150252;0,5538112;0,5129764;0,5600782;0,5263842;0,5547138;0,5674546;0,5636547;0,6692191;0,5508533;0,5929216;0,5575795;0,5605112;0,547847;0,5616226;0,5205787;0,5036897
0,4847771;0,512668;0,5354235;0,4981063;0,5323021;0,4842546;0,5345783;0,6299372;0,513154;0,5859516;0,5385891;0,5838708;0,5327289;0,6287927;0,5311219;0,5806926;0,6248881;0,540329;0,5497994;0,5986854;0,5284049;0,5963022;0,5245693;0,5921645;0,6016892;0,5560772;0,572922;0,5679045;0,5660063;0,5601608;0,6488848;0,517121;0,5193402;0,6345413;0,6085295;0,6306103;0,5968859;0,6178834;0,6746372;0,545391;0,5166419;0,6578996;0,5921645;0,5926405;0,5623845;0,5863815;0,6048323;0,5561458;0,6370767;0,5816804;0,6572157;0,5672552;0,562609;0,538863;0,5643926;0,5151744;0,5541497;0,513154;0,5602931;0,5265481;0,5550689;0,5676731;0,5639328;0,669571;0,5511428;0,5930142;0,5578235;0,5607219;0,5479884;0,5618384;0,5207888;0,503852
0,4850548;0,5129414;0,5357879;0,4983255;0,5326653;0,4845788;0,534842;0,6302916;0,5134638;0,5863062;0,5389615;0,5841842;0,5330002;0,6289628;0,5314868;0,5809158;0,6252131;0,5406006;0,5500455;0,598871;0,5287213;0,5966616;0,524862;0,5923574;0,6020179;0,556343;0,5731119;0,568141;0,5661238;0,5603411;0,648979;0,5171854;0,5195857;0,6346613;0,6088564;0,6308666;0,5970146;0,6181916;0,6749758;0,545747;0,5168734;0,6581185;0,5923574;0,5929925;0,5627016;0,5867082;0,6051525;0,5565651;0,6375084;0,5820441;0,6574115;0,5676183;0,5628859;0,5390619;0,5647289;0,5155259;0,5545582;0,5134638;0,5604852;0,5268266;0,5554849;0,5679267;0,5642304;0,6699045;0,5515177;0,5933418;0,5582151;0,5608642;0,5482321;0,562088;0,5210366;0,5041465
0,4853321;0,5131665;0,5361221;0,4983509;0,5328676;0,4847945;0,5351364;0,6305977;0,513692;0,5865817;0,5391794;0,5845087;0,533318;0,6293436;0,5318254;0,5811732;0,6252887;0,5409349;0,5502662;0,5992298;0,5290046;0,5968289;0,5249925;0,5923657;0,6022048;0,5565109;0,573379;0,5681907;0,5661635;0,5604491;0,6490675;0,5173965;0,5197002;0,6347811;0,6090688;0,6311386;0,5971925;0,6184662;0,6751762;0,5460714;0,5169082;0,6582317;0,5923657;0,593157;0,5628219;0,586895;0,6054363;0,55678;0,6378241;0,5823225;0,6576105;0,567688;0,5630069;0,5394187;0,564887;0,5158618;0,5546749;0,513692;0,5606357;0,5270622;0,5557812;0,568055;0,564482;0,6701283;0,5517097;0,5936296;0,5584561;0,5611048;0,5484387;0,5623465;0,5212349;0,504438
0,485579;0,5133396;0,5364528;0,4985901;0,5329753;0,4850642;0,5353218;0,6308085;0,5139062;0,5868512;0,5395433;0,5848316;0,5336434;0,6297421;0,5321841;0,5812919;0,6254574;0,5412729;0,5503861;0,5993649;0,5293291;0,5968485;0,5250362;0,5925529;0,6024589;0,5566059;0,5738405;0,568326;0,5663171;0,5606158;0,6491416;0,517714;0,5198278;0,6348721;0,6092811;0,6313593;0,5974645;0,618561;0,6753318;0,5463838;0,5170019;0,6583005;0,5925529;0,5932721;0,5628445;0,5870149;0,605876;0,5570479;0,6380028;0,5825804;0,6579759;0,5679796;0,5632509;0,5397764;0,5650672;0,5161261;0,5547268;0,5139062;0,5609035;0,5272378;0,5560555;0,5682402;0,564705;0,670339;0,5518538;0,5939217;0,5585501;0,5614532;0,5484781;0,5624615;0,5215074;0,50459
0,4857477;0,5135229;0,5366038;0,4988004;0,5332298;0,4852898;0,5355436;0,6309341;0,5141353;0,5869998;0,5398175;0,5849838;0,5337856;0,6300483;0,5324349;0,5814748;0,6255851;0,5413755;0,5505091;0,5993668;0,5295995;0,5970463;0,5251244;0,5927048;0,6026685;0,5568691;0,5741025;0,5684255;0,5664613;0,5606365;0,6493669;0,5177751;0,5200551;0,6350266;0,6095219;0,6314655;0,5977073;0,6186118;0,6754819;0,5464438;0,5171096;0,6584147;0,5927048;0,5933078;0,5629707;0,5870982;0,6061071;0,5573586;0,6382515;0,58278;0,658367;0,5681393;0,5635461;0,5397539;0,5654541;0,5162832;0,554986;0,5141353;0,5611519;0,5273234;0,5562899;0,5684482;0,5649076;0,6705285;0,5519814;0,5940951;0,5586151;0,5617208;0,54861;0,5624747;0,5217879;0,504535
0,4859943;0,5137472;0,5366853;0,4989022;0,5335703;0,4855688;0,5358326;0,6311551;0,5143414;0,5871764;0,5398129;0,5851787;0,534032;0,6302182;0,5327723;0,5816641;0,6257219;0,5415589;0,550726;0,5995975;0,5299098;0,5973662;0,5252641;0,5929086;0,6027414;0,5571939;0,5742052;0,5685209;0,5666758;0,5608617;0,6497498;0,5179965;0,5202939;0,6352345;0,6097243;0,6316863;0,5977974;0,6187966;0,6756533;0,5465223;0,5173302;0,6586572;0,5929086;0,5934385;0,5630771;0,5873289;0,6064422;0,5575472;0,6385945;0,5830052;0,658465;0,5683436;0,5637245;0,5398588;0,5657545;0,5165687;0,5552432;0,5143414;0,5614005;0,5275381;0,5565311;0,568716;0,5649803;0,6706997;0,5521542;0,5943731;0,5589592;0,5619665;0,5488207;0,5627852;0,5220128;0,50443
0,4862286;0,5140063;0,536701;0,4990706;0,5339188;0,4858052;0,5361582;0,6314211;0,5145693;0,5874898;0,5399888;0,5855442;0,5343416;0,6301811;0,5331428;0,5818956;0,6260015;0,5417954;0,5510597;0,5998654;0,5301378;0,5977017;0,5254073;0,5929817;0,6029781;0,5573376;0,5744057;0,5686882;0,5668678;0,5611209;0,6498539;0,5180006;0,5203501;0,6354502;0,609739;0,6318868;0,5978711;0,6189811;0,6758243;0,5466616;0,5174372;0,6589658;0,5929817;0,5936527;0,5632315;0,5874197;0,606636;0,557713;0,6386989;0,5831363;0,6585221;0,568749;0,563785;0,5401172;0,5660619;0,5167512;0,555487;0,5145693;0,5615476;0,5277704;0,5566806;0,5687689;0,5652044;0,6709214;0,5523868;0,5946377;0,5591108;0,5620846;0,5488967;0,5629588;0,5221292;0,5046116
0,4865396;0,5143322;0,5370832;0,4993437;0,5341585;0,4860519;0,5363643;0,6316062;0,5148458;0,5878475;0,5403463;0,5858356;0,5346233;0,6304899;0,533451;0,5821487;0,6263061;0,5419309;0,5512797;0,6001346;0,5303127;0,5979609;0,5255597;0,5931249;0,6032748;0,5575231;0,5747959;0,5689145;0,5670083;0,5612327;0,6498306;0,5181067;0,5205615;0,6357248;0,6099067;0,6320279;0,5979971;0,619027;0,6758574;0,5469911;0,5175537;0,6589565;0,5931249;0,5939357;0,563426;0,5875383;0,6068338;0,558048;0,6389889;0,5833002;0,6587936;0,569068;0,5640531;0,5403828;0,5663295;0,5168261;0,5558734;0,5148458;0,5617673;0,5280812;0,5570254;0,5689542;0,5655394;0,6711395;0,5526641;0,5949002;0,5591593;0,5623291;0,548943;0,5629902;0,5222781;0,5049931
0,4866793;0,5144338;0,537352;0,4996447;0,5344236;0,4862838;0,5365293;0,6316563;0,5150132;0,5880339;0,5406356;0,5859069;0,5349969;0,6310763;0,5337486;0,5822586;0,6264077;0,5420151;0,5514649;0,6004635;0,5305497;0,5980691;0,5256029;0,5931786;0,6034114;0,5576392;0,5749398;0,5689933;0,5670704;0,5612197;0,649866;0,5183328;0,5207244;0,6359441;0,6101102;0,6320662;0,5979956;0,6189956;0,6757242;0,5470241;0,5176262;0,6588863;0,5931786;0,5939873;0,5635017;0,5875175;0,6070081;0,5582504;0,6390846;0,5834479;0,6589614;0,5691719;0,564191;0,5405278;0,5664132;0,5169479;0,556058;0,5150132;0,5620178;0,5282469;0,5572099;0,5691515;0,5656918;0,6713899;0,5527551;0,5950184;0,5591102;0,5624599;0,5488348;0,5629168;0,5224446;0,5050961
0,4868231;0,5146509;0,5376456;0,4997457;0,5346324;0,4863567;0,5367096;0,6318961;0,5151405;0,5882018;0,540651;0,5861488;0,5351849;0,6311343;0,5340879;0,5823428;0,6264617;0,5423325;0,5516124;0,6007466;0,5307412;0,5982189;0,5257609;0,5932513;0,6035253;0,557723;0,5750682;0,5691456;0,567181;0,5614246;0,6500456;0,5183396;0,5207422;0,6359276;0,6103079;0,6322174;0,5981647;0,6191756;0,6756166;0,5469854;0,5176938;0,6587936;0,5932513;0,5940568;0,5636616;0,5875649;0,6072042;0,5584301;0,6392831;0,58362;0,6590033;0,5693641;0,5644568;0,5407266;0,5665782;0,5171664;0,5561273;0,5151405;0,5622656;0,5284799;0,5572993;0,5693125;0,5658464;0,6716163;0,5528043;0,595044;0,5594367;0,562664;0,5488412;0,5630745;0,5226727;0,5052366
0,4869102;0,5148307;0,5378247;0,499797;0,5347602;0,4864426;0,5368518;0,6320229;0,5152569;0,5883023;0,5406822;0,5863467;0,5352554;0,6311875;0,5341966;0,5825272;0,6266322;0,5425006;0,5516845;0,6007139;0,5308431;0,5982834;0,5258104;0,5933259;0,6035314;0,5577341;0,5750994;0,5692586;0,5672578;0,5614169;0,6500264;0,5184264;0,5207664;0,6358668;0,6103797;0,6323566;0,5982244;0,619199;0,6757374;0,5471193;0,5175999;0,6590158;0,5933259;0,5940443;0,5636754;0,5876697;0,6073547;0,558524;0,6395088;0,583878;0,6591969;0,5694782;0,5645288;0,5407839;0,5667924;0,5173249;0,5561745;0,5152569;0,5622653;0,5286104;0,5575365;0,5693366;0,5661289;0,6717425;0,5529256;0,5951024;0,5595695;0,5627595;0,5489766;0,5631914;0,5227535;0,5051809
0,4870708;0,5149789;0,5380347;0,5000138;0,5350965;0,4867931;0,5369723;0,6323689;0,515433;0,5884389;0,5409697;0,5864313;0,5354914;0,6314398;0,5343809;0,5827754;0,6267615;0,5426646;0,5518317;0,6008394;0,5310484;0,598516;0,5258878;0,5933988;0,6037602;0,5578779;0,5752261;0,5694158;0,5672534;0,5614454;0,6500221;0,5184896;0,5209796;0,6361822;0,6104509;0,632492;0,5984095;0,6193281;0,6758165;0,5473484;0,5177389;0,6593183;0,5933988;0,593954;0,5635322;0,5878469;0,607622;0,5586205;0,6398489;0,5840485;0,6595916;0,5697375;0,5646472;0,5409306;0,5670109;0,5175511;0,5562755;0,515433;0,5624557;0,5285777;0,5577574;0,5695036;0,5664036;0,6717414;0,5531995;0,5953361;0,5596156;0,5629469;0,5490952;0,5633905;0,5229852;0,5052202
0,4873361;0,5150784;0,5381515;0,500249;0,5352989;0,487156;0,5371598;0,6327173;0,5156943;0,5885674;0,5410891;0,5866103;0,5357041;0,6317301;0,5346037;0,5829369;0,6268358;0,5427871;0,5519449;0,6009652;0,5312371;0,5986866;0,5261795;0,5936631;0,6041961;0,5581915;0,5754234;0,5694687;0,5672361;0,561554;0,6501855;0,5184777;0,5212668;0,6363719;0,610517;0,6325731;0,5985395;0,6194565;0,6758755;0,5474789;0,5180385;0,6595255;0,5936631;0,593982;0,5636688;0,5878943;0,6078437;0,558894;0,6399052;0,5841781;0,6597471;0,5698549;0,5647672;0,5411124;0,5672736;0,5177029;0,5564605;0,5156943;0,5626696;0,528628;0,5579116;0,5696886;0,5665263;0,6718802;0,5533317;0,5955862;0,5596383;0,5632294;0,5492048;0,5634459;0,5231799;0,5053948
0,4875298;0,5151539;0,5383413;0,5004275;0,5353218;0,487334;0,5373181;0,6329121;0,5158852;0,5887699;0,5413083;0,5868244;0,5360324;0,6319435;0,5349698;0,5830156;0,6270062;0,5430124;0,5521743;0,6012502;0,5315722;0,59872;0,5263149;0,5938536;0,6044419;0,5583864;0,5757578;0,5696115;0,5673196;0,5617191;0,6503623;0,5186475;0,521409;0,6363289;0,6107081;0,6326995;0,5986317;0,6195475;0,6761553;0,5476069;0,5181394;0,6595284;0,5938536;0,5942591;0,563861;0,5879429;0,6080214;0,5592046;0,6400615;0,5844226;0,6599596;0,570027;0,5650396;0,5413241;0,5674442;0,5179554;0,5567001;0,5158852;0,5628999;0,5289169;0,5582067;0,5698019;0,5666817;0,6721083;0,5534229;0,5958127;0,559963;0,5634844;0,5493391;0,5636028;0,5231317;0,5055957
0,4876902;0,5153071;0,5384349;0,5004621;0,5355033;0,4873992;0,5373869;0,6327767;0,5161003;0,5890433;0,5415092;0,5869177;0,5361927;0,6320588;0,5351536;0,5831079;0,6271624;0,5431454;0,5523075;0,6013688;0,531758;0,5987474;0,5262598;0,593827;0,6045652;0,5584815;0,5757738;0,5697306;0,5674013;0,5618134;0,65021;0,518663;0,5214939;0,6362423;0,6108655;0,6327731;0,5986753;0,6195458;0,6761458;0,5477819;0,5182766;0,6593966;0,593827;0,5942698;0,5638521;0,587983;0,6082033;0,5591909;0,6401704;0,584426;0,6601032;0,570128;0,5650105;0,5415686;0,5675372;0,5180188;0,5570125;0,5161003;0,5628956;0,5290567;0,5585307;0,5697886;0,5668684;0,6722383;0,5535069;0,5959778;0,5600861;0,5635129;0,549374;0,5635984;0,5232204;0,5056939
0,4878009;0,5154682;0,538581;0,5006589;0,5357723;0,4875986;0,5376668;0,6328959;0,5163081;0,5892658;0,5417778;0,5870404;0,5365751;0,6324113;0,5355255;0,5832457;0,6273283;0,5432599;0,5525104;0,6015225;0,5319562;0,5990239;0,5264133;0,5938939;0,6046003;0,55848;0,5758849;0,56985;0,5674895;0,5617766;0,6503318;0,5187237;0,5216404;0,6364563;0,6108795;0,6330294;0,5987331;0,6197056;0,6761152;0,5480204;0,5183222;0,659407;0,5938939;0,5943161;0,5640349;0,5881684;0,6084217;0,5595126;0,6404135;0,5845187;0,6601434;0,570389;0,565133;0,5417264;0,5678174;0,5182226;0,5572768;0,5163081;0,5630187;0,5292711;0,5586952;0,5698847;0,5670284;0,6723253;0,55376;0,5960856;0,5602255;0,5637514;0,5495474;0,563667;0,5235692;0,5057018
0,4877837;0,5156137;0,5386981;0,5007779;0,535947;0,4877321;0,5377733;0,6331008;0,516328;0,5891784;0,5419583;0,5871216;0,5367221;0,6326274;0,5357447;0,5832278;0,6273395;0,5433276;0,552476;0,6016161;0,5320079;0,5990724;0,5264989;0,5939083;0,6046672;0,5584744;0,5760023;0,569812;0,5674995;0,5617455;0,6503699;0,5187951;0,5215905;0,6364858;0,6109064;0,6331255;0,598766;0,6197429;0,6761517;0,5481429;0,5183185;0,6594712;0,5939083;0,5943745;0,5640155;0,5881995;0,6086069;0,5596136;0,6404999;0,5846484;0,6601466;0,5705062;0,5652628;0,5418143;0,5679395;0,5184604;0,5573552;0,516328;0,5631413;0,5294082;0,5587764;0,5699792;0,5671188;0,6723096;0,5538877;0,596123;0,5603406;0,5639607;0,5495122;0,5636671;0,5235798;0,50578
0,4881505;0,5158136;0,5388938;0,5009683;0,5362951;0,4878729;0,5378579;0,6333562;0,5164265;0,5893202;0,542078;0,5872884;0,5368668;0,6328304;0,5359703;0,5833356;0,6275577;0,5433953;0,5526359;0,6017698;0,5322005;0,5991477;0,5265865;0,5939947;0,6048511;0,5587044;0,5762367;0,5698519;0,5676242;0,5618727;0,6504121;0,5189721;0,521781;0,6367268;0,6109545;0,6330207;0,5987775;0,6197422;0,6761471;0,54824;0,5184658;0,6594867;0,5939947;0,594417;0,5640442;0,5881985;0,6087938;0,559731;0,6404976;0,5848433;0,6603955;0,5706329;0,5654869;0,5419361;0,5682032;0,5186436;0,5574282;0,5164265;0,563381;0,5295411;0,55901;0,5702171;0,5673989;0,6723334;0,5540302;0,5963045;0,5603785;0,5640448;0,5495828;0,5637991;0,5236486;0,5059504
0,4884189;0,5158679;0,539108;0,5010984;0,5364861;0,4880476;0,5380209;0,6336005;0,5165519;0,589404;0,5422492;0,5875124;0,5369749;0,6328968;0,5361517;0,5834451;0,6277176;0,5435869;0,5528353;0,6019462;0,5324023;0,5993297;0,5266718;0,5941386;0,6049187;0,5588431;0,5765157;0,5698962;0,5676774;0,561978;0,6504319;0,51899;0,5219545;0,6368772;0,6109944;0,6331335;0,5989271;0,6197761;0,6760904;0,5482689;0,5185943;0,659511;0,5941386;0,5944483;0,5640944;0,5881575;0,608842;0,5599634;0,640689;0,5850993;0,6605013;0,5707042;0,5656635;0,5421422;0,5683628;0,5187435;0,5576008;0,5165519;0,5635388;0,5295957;0,5592375;0,5703259;0,5675547;0,672559;0,5541469;0,5964009;0,5605066;0,5642207;0,5497738;0,563989;0,5238087;0,506056
0,4885656;0,5159735;0,5392841;0,5012432;0,5366545;0,4882297;0,5380975;0,6338331;0,5168376;0,5895433;0,5424213;0,5876885;0,5371845;0,632987;0,5363057;0,5835068;0,6277034;0,543758;0,5529372;0,602051;0,532654;0,5995916;0,5268639;0,5942891;0,6050523;0,5589052;0,5766523;0,5699661;0,5677142;0,5620391;0,6504841;0,5190326;0,5219708;0,6368024;0,6110721;0,6332889;0,5990284;0,6198086;0,6761233;0,5484011;0,5186287;0,6595889;0,5942891;0,5944483;0,5640999;0,5881628;0,6090131;0,5599958;0,6409109;0,5852243;0,6607131;0,5708736;0,5657163;0,5423548;0,5684652;0,5188964;0,557758;0,5168376;0,5636427;0,529625;0,5593331;0,5703076;0,567646;0,6728099;0,5543445;0,5965157;0,5605654;0,5644878;0,5498176;0,5641111;0,524071;0,5060528
0,4886959;0,5161895;0,5394557;0,5013438;0,5367523;0,488374;0,5382819;0,6339093;0,5169777;0,5897219;0,5425579;0,5878448;0,5373753;0,6332921;0,5365681;0,5836158;0,627744;0,5438955;0,5530174;0,6020989;0,5328559;0,59969;0,5268679;0,5941841;0,6052647;0,5590158;0,5768514;0,5700911;0,5676338;0,5621899;0,6505045;0,5190701;0,5220313;0,6367309;0,6114273;0,6334162;0,5991374;0,619804;0,676151;0,5486343;0,5185215;0,6597296;0,5941841;0,5945225;0,5641948;0,5882215;0,609225;0,5601223;0,6409715;0,5852182;0,6607512;0,5710491;0,5657864;0,542583;0,5685915;0,5190578;0,5578485;0,5169777;0,5637919;0,529735;0,5595433;0,5704213;0,5678098;0,672833;0,5543318;0,5966322;0,5606804;0,5645787;0,5498058;0,5640988;0,5241715;0,5061
0,4888556;0,5162889;0,539651;0,5016065;0,5368998;0,4885558;0,5384201;0,6340099;0,5170729;0,5899942;0,5425729;0,588057;0,5375258;0,6333997;0,5369334;0,583727;0,6279098;0,5441621;0,5532189;0,602194;0,5329648;0,5997311;0,5269123;0,594125;0,6053391;0,559157;0,5770721;0,5702778;0,5677776;0,5622607;0,6504429;0,5192493;0,5222121;0,63692;0,6115665;0,6334258;0,5993465;0,6197934;0,6762;0,5486856;0,5187397;0,6599349;0,594125;0,594702;0,5642987;0,5883069;0,6094174;0,5603736;0,6410341;0,5853166;0,6607929;0,5712011;0,566013;0,5427458;0,568706;0,5193452;0,5579415;0,5170729;0,5639258;0,529969;0,5596988;0,5705554;0,5679875;0,6728539;0,5543875;0,596867;0,5607871;0,5646354;0,5498071;0,564218;0,5243196;0,5062748
0,488861;0,5163546;0,539713;0,5017566;0,53715;0,4886983;0,538546;0,63415;0,5172017;0,5901012;0,5426413;0,5880379;0,537608;0,6333642;0,5371308;0,5839657;0,6280837;0,544294;0,5532776;0,6022574;0,5331049;0,5999094;0,5269287;0,5942499;0,6053755;0,5592563;0,5770327;0,5703207;0,5678871;0,562221;0,6505175;0,5193549;0,5222742;0,6372134;0,6115219;0,63353;0,599362;0,6199344;0,6761808;0,5487717;0,5188262;0,6598594;0,5942499;0,5948039;0,5643692;0,5883068;0,6096315;0,560639;0,6411579;0,5854753;0,6609295;0,5712587;0,5660943;0,5428139;0,5688199;0,5195336;0,5580785;0,5172017;0,5639608;0,5300973;0,5596713;0,570572;0,5681742;0,6730461;0,5544803;0,5970288;0,5608506;0,5646874;0,5498641;0,5643259;0,5243656;0,5063599
0,4889394;0,5164557;0,5398104;0,5018947;0,5373876;0,4888958;0,5387235;0,6343684;0,5171929;0,5901438;0,5428471;0,5880226;0,5377826;0,6334807;0,5373619;0,5841003;0,6282032;0,5443987;0,5533916;0,6023736;0,5332843;0,6000471;0,5270754;0,5943783;0,6054776;0,5592816;0,5771567;0,5703879;0,5680186;0,5622513;0,6507022;0,5194499;0,5224062;0,6372077;0,6116042;0,6337778;0,5994454;0,6200294;0,6762152;0,5488852;0,5189419;0,6597542;0,5943783;0,5948411;0,5644188;0,588434;0,6098277;0,56086;0,6413549;0,5855848;0,6610826;0,5713253;0,5662154;0,5428683;0,5690982;0,5196701;0,5583425;0,5171929;0,5641817;0,5301155;0,5599076;0,5706409;0,5683485;0,673089;0,5546294;0,5970877;0,5608819;0,5648603;0,5499216;0,5644923;0,5244353;0,5064257
0,4892888;0,5167457;0,5399832;0,5019497;0,5374302;0,4890583;0,5388215;0,6344437;0,5173267;0,5902973;0,5429593;0,5881757;0,5379398;0,6335941;0,5375616;0,5840487;0,6283525;0,5445719;0,5535147;0,6025079;0,533457;0,600128;0,5271895;0,5943457;0,6054205;0,5593538;0,577341;0,5704535;0,5681399;0,5623198;0,6506841;0,5194983;0,5225102;0,6370475;0,6116224;0,6338414;0,5995063;0,6199932;0,6761651;0,548905;0,5190655;0,6598382;0,5943457;0,5947751;0,5644903;0,5884391;0,6099732;0,5609001;0,641352;0,5856219;0,6612882;0,5714261;0,5663447;0,5429302;0,5693813;0,5197146;0,5584657;0,5173267;0,5643082;0,5302509;0,560101;0,57063;0,5684618;0,6733524;0,5548397;0,5971304;0,5609229;0,5650362;0,5498531;0,5644931;0,5245479;0,5064344
0,4894939;0,517044;0,5401925;0,5021008;0,5377108;0,4893116;0,5390953;0,6346625;0,5176041;0,5904922;0,5429984;0,5883734;0,5381752;0,6339001;0,5377616;0,5842006;0,6285423;0,544683;0,5536356;0,6027071;0,5337296;0,600327;0,5271946;0,5943758;0,6056591;0,5595244;0,5775557;0,570709;0,5683376;0,5624451;0,6508175;0,5196467;0,5226539;0,6370747;0,6117508;0,6340212;0,5995257;0,6201336;0,6763042;0,5489917;0,5190411;0,6599957;0,5943758;0,594825;0,5645839;0,5886208;0,6101629;0,5610366;0,641583;0,5857438;0,6614473;0,5717051;0,5664822;0,5431359;0,5695413;0,5199473;0,5585389;0,5176041;0,5645162;0,5305068;0,560259;0,5707129;0,5687297;0,6735872;0,5549107;0,5972949;0,5612794;0,5652887;0,5500237;0,564538;0,5247682;0,5065041
0,4895584;0,5170937;0,5403119;0,5021999;0,5380268;0,4894834;0,5392004;0,6348371;0,5177522;0,5903393;0,5430703;0,5883826;0,5382546;0,6340196;0,5378968;0,5842959;0,6284536;0,5447161;0,5537106;0,6027676;0,5338677;0,6004363;0,5271763;0,5944107;0,6057998;0,5595936;0,5776476;0,5706576;0,5682338;0,5624543;0,6508262;0,5196778;0,5226362;0,6370854;0,611849;0,6341299;0,5995758;0,6201738;0,6763516;0,5491251;0,5190448;0,6598662;0,5944107;0,5948444;0,5645748;0,5887371;0,6103325;0,5611561;0,6417056;0,5859284;0,6613505;0,5718235;0,5666224;0,5432413;0,5695177;0,5200443;0,5587068;0,5177522;0,5646361;0,5304945;0,5603874;0,5707915;0,5688884;0,6736118;0,5549496;0,5973436;0,5613381;0,5654452;0,5501099;0,5646433;0,5249339;0,5065141
0,4898388;0,5171648;0,5406607;0,5024353;0,5382448;0,4897043;0,5392602;0,6350535;0,51795;0,5905248;0,5433474;0,5885364;0,5385121;0,6342489;0,5382702;0,5844268;0,6285796;0,5450554;0,553923;0,6029253;0,53418;0,600562;0,5272596;0,5945304;0,6059622;0,5596894;0,5777633;0,5706911;0,5683073;0,5626411;0,6509644;0,5197241;0,5228081;0,6373065;0,612104;0,6341439;0,5998446;0,6202564;0,6764218;0,5493734;0,5191684;0,6600038;0,5945304;0,5949779;0,564632;0,5888028;0,6105381;0,5614027;0,6418874;0,5861455;0,6616064;0,5719215;0,5668361;0,5435018;0,5698394;0,5201869;0,5590065;0,51795;0,5648854;0,5306255;0,5606478;0,5709707;0,5690122;0,6737496;0,5552536;0,5976223;0,5614333;0,565655;0,5502104;0,5647765;0,5251553;0,5067265
0,489892;0,5173249;0,5408818;0,5026765;0,5384755;0,4900286;0,5393878;0,6352792;0,5181181;0,590669;0,5433942;0,5886015;0,5386841;0,6344164;0,5385337;0,5845172;0,6286786;0,5452963;0,5540413;0,6030986;0,534354;0,6006385;0,5272634;0,5945905;0,6061848;0,5598258;0,5778117;0,5707517;0,5683232;0,5628653;0,6510792;0,5197926;0,5229129;0,6373495;0,6123119;0,6343411;0,6000109;0,6202927;0,6765183;0,5494506;0,5191449;0,6600901;0,5945905;0,5950792;0,5647308;0,588827;0,6107248;0,5616186;0,6420924;0,5863079;0,6618509;0,5720426;0,5668869;0,5436308;0,5701028;0,5203918;0,5591656;0,5181181;0,5649376;0,5306723;0,5607074;0,5710107;0,5691279;0,6738394;0,5553319;0,5978444;0,5616174;0,565743;0,5503348;0,564887;0,5252484;0,5069724
0,4899847;0,5175251;0,5409474;0,5028141;0,5387434;0,4901465;0,5396656;0,6354402;0,5182183;0,590828;0,5434553;0,5885838;0,5387403;0,6344022;0,5386935;0,5846884;0,6288502;0,5454692;0,5540933;0,6032419;0,5344964;0,6007373;0,5273322;0,5947744;0,6062639;0,5599936;0,5779907;0,5709158;0,5684064;0,5628717;0,6509169;0,5199656;0,5230348;0,6374502;0,6123328;0,6345915;0,6001233;0,6203258;0,6766019;0,5494431;0,5193617;0,6600697;0,5947744;0,5950814;0,5649018;0,5888217;0,6108363;0,5617002;0,6421381;0,5863408;0,6618813;0,5721458;0,5669417;0,5438465;0,5702664;0,520605;0,5593095;0,5182183;0,5651774;0,5307487;0,5608386;0,5712073;0,569341;0,6741027;0,5553602;0,5979863;0,5617017;0,5658675;0,55035;0,5650344;0,5254173;0,5070345
0,4902587;0,5176325;0,5410321;0,502957;0,5388734;0,4902435;0,5397892;0,6355687;0,5184147;0,5909878;0,5434985;0,5886741;0,5388761;0,6344127;0,5389242;0,5847537;0,6290166;0,5455821;0,5541791;0,6033106;0,5346432;0,6007895;0,5275298;0,5948973;0,6064394;0,5600882;0,578207;0,5710816;0,5685007;0,5629036;0,6509765;0,5200083;0,523164;0,6377555;0,6123617;0,6345928;0,6001484;0,6203775;0,6765756;0,5496384;0,5196055;0,6602292;0,5948973;0,5950893;0,5648673;0,5888473;0,6110246;0,5618086;0,6422395;0,5863526;0,6620492;0,5722985;0,5671656;0,5440335;0,570378;0,5209687;0,5593907;0,5184147;0,5653892;0,5308354;0,5610657;0,5714365;0,569714;0,6742427;0,5555657;0,5981461;0,5618475;0,5660085;0,5503882;0,5651221;0,5256271;0,5070629
